ID_event,Event_Type,Event_Description,Event_Strength,Geographic_Impact,Start_date,End_date,Precise_Date_Start,Precise_Date_End,Season,Chronological_precision,Lat,Lon,Modern_Location_Name,Ancient_Location_Name,Spatial_Precision,Extra_Notes,Paleoenvironmental_Comparison
12,14,"The annalist records for the year 1088, in September, a severe earthquake in Apulia that destroyed towers and houses.",3,3,1088,1088,1/9/1088,30/09/1088,Autumn,4,,,Puglia,Apulia,FALSE,"Event also catalogued in CFTI5Med, with date 10 September 1087. Link: https://storing.ingv.it/cfti/cfti5/quake.php?00018IT",
13,16,"The annalist records for the year 1095, in April, an invasion of fireflies throughout Apulia, covering the entire land surface.",1,3,1095,1095,1/4/1095,30/04/1095,Spring,4,,,Puglia,Apulia,FALSE,,
14,2,A notarial act drawn up in September 1154 records a famine suffered by a family in Troia.,1,1,1154,1154,1/9/1154,30/09/1154,Autumn,4,41.36172045,15.30879049,Troia,Troia,TRUE,"Since the notarial act is dated September 1154, the precise start and end date of the event is unknown.",
15,13,"The annalist records for the year 1179 a high mortality rate in Terra di Lavoro, leaving many bodies unburied; the calamity that caused it is not mentioned.",3,3,1179,1179,,,,3,,,Terra di Lavoro,Terra Laboris,FALSE,,
16,2,The annalist records for the year 1181 a great famine throughout Italy.,3,4,1181,1181,,,,3,,,Italia,Italia,FALSE,,
17,2,The annalist records for the year 1182 a famine throughout Italy.,3,4,1182,1182,,,,3,,,Italia,Italia,FALSE,,
18,2,The notarial act dated 8 March 1196 records the onset of a great famine in Dragonara.,1,1,1196,1196,8/3/1196,8/3/1196,Winter,5,41.68376217,15.13938831,Dragonara,Dragonaria,TRUE,,
19,2,The notarial act drawn up in October 1198 in Dragonara records that the parties were beset by a famine that had struck all of Apulia.,2,1,1198,1198,1/10/1198,31/10/1198,Autumn,5,41.68376217,15.13938831,Dragonara/Puglia,Dragonaria/Apulia,TRUE,"Since the notarial act is dated October 1198, the precise start and end date of the event is unknown.",
20,2,The chronicler records for the year 1202 an ongoing famine throughout the Kingdom.,2,2,1202,1202,,,,5,,,Regno,Regnum,FALSE,,
21,2,The notarial act dated 5 April 1211 records an ongoing famine in Troia.,1,1,1211,1211,5/4/1211,5/4/1211,Spring,5,41.36172045,15.30879049,Troia,Troia,TRUE,"Since the notarial act is dated 5 April 1211, the precise start and end date of the event is unknown.",
22,2,The chronicler records for the year 1212 a famine in Apulia.,1,4,1212,1212,,,,5,,,Puglia,Apulia,FALSE,,
23,7,"The chronicler records in July 1230 a locust invasion at Montecassino that reached Apulia and the whole Kingdom in 1231, devastating the wheat fields.",2,4,1230,1231,31/07/1230,4/1/1231,Summer,4,,,Montecassino/Puglia/Regno,,FALSE,,
24,4,"The chronicler records for the year 1234 a heavy hailstorm with snow and a storm in Apulia, causing a famine.",1,4,1234,1234,1/1/1234,28/02/1234,Winter,4,,,Puglia,Apulia,FALSE,,
25,2,The act dated 9 April 1269 records a famine in Terra di Lavoro and Terra di Bari.,2,3,1269,1269,9/4/1269,9/4/1269,Spring,5,,,Terra di Lavoro/Terra di Bari,Terra Laboris/Terra de Bari,FALSE,"Since the notarial act is dated 9 April 1269, the precise start and end date of the event is unknown.",
26,2,"The act dated 29 October 1269 records a famine in the Kingdom, on account of which payments are ordered.",2,4,1269,1269,29/10/1269,29/10/1269,Autumn,5,,,Regno,Regnum,FALSE,"Since the notarial act is dated 29 October 1269, the precise start and end date of the event is unknown.",
27,2,The act dated 23 May 1270 records a famine in the Kingdom for which a sum of money is allocated.,2,4,1270,1270,23/05/1270,23/05/1270,Spring,5,,,Regno,Regnum,FALSE,"Since the notarial act is dated 23 May 1270, the precise start and end date of the event is unknown.",
28,2,The act dated 1272 records that due to famine in the Kingdom the provisions of officials had been increased.,1,4,1272,1272,,,,5,,,Regno,Regnum,FALSE,,
29,2,The act dated 18 May 1274 records a famine in Lucera.,1,1,1274,1274,18/05/1274,18/05/1274,Spring,5,41.50772092,15.33551896,Lucera,Luceria,TRUE,"Since the notarial act is dated 18 May 1274, the precise start and end date of the event is unknown.",
30,15,Shipwreck before 1 November 1281 of a Genoese galley near the port of San Pietro in Bevagna.,1,1,1281,1281,1/11/1281,1/11/1281,Autumn,5,40.307,17.6725,San Pietro di Bevagna,Sanctum Petrum de Bavanga,TRUE,,
31,15,"Shipwreck before 9 April 1281 of a Pisan galley near the island of Achanay, 40 miles from Corfu.",1,1,1281,1281,9/4/1281,9/4/1281,Spring,5,,,Isola di Acaia (?),Insula Achanay,TRUE,,
32,2,The act dated 27 March 1292 consists of an exchange arranged in a time of great famine in Brindisi.,1,1,1292,1292,27/03/1292,27/03/1292,Spring,5,40.38,17.56,Brindisi,Brundisium,TRUE,,
33,2,Famine throughout the Kingdom in 1310.,1,4,1310,1310,19/08/1310,19/08/1310,Summer,5,,,Regno,Regnum,FALSE,,
34,8,The act dated 31 May 1315 records excessive heat and a period of drought in Apulia.,2,3,1315,1315,31/05/1315,31/05/1315,Spring,5,,,Puglia,Apulia,FALSE,,
35,8,The act dated 31 May 1315 records excessive heat and a period of drought in Calaggio.,2,1,1315,1315,31/05/1315,31/05/1315,Spring,5,41.05890033,15.3498391,Calaggio,,TRUE,,
36,8,The act dated 31 May 1315 records excessive heat and a period of drought in Domicella.,2,1,1315,1315,31/05/1315,31/05/1315,Spring,5,40.87918553,14.58823228,Domicella,,TRUE,,
37,8,The act dated 31 May 1315 records excessive heat and a period of drought in San Marco in Ordona.,2,1,1315,1315,31/05/1315,31/05/1315,Spring,5,41.19,15.38,San Marco di Ordona,,TRUE,,
38,8,The act dated 31 May 1315 records excessive heat and a period of drought in Foggia.,2,1,1315,1315,31/05/1315,31/05/1315,Spring,5,41.27,15.33,Foggia,,TRUE,,
39,7,"Locust invasion in Capitanata, Terra di Bari, Terra d'Otranto and Basilicata in 1320.",2,3,1320,1320,23/05/1320,23/05/1320,Spring,5,,,Capitanata/Terra di Bari/ Terra d'Otranto/Basilicata,,FALSE,,
40,1,The act dated 26 February 1325 records a drought in Terra di Bari.,3,4,1325,1325,26/02/1325,26/02/1325,Winter,5,,,Terra di Bari,,FALSE,,
41,8,Excessive heat between 1323 and 1325 in Terra di Bari.,3,4,1325,1325,26/02/1325,26/02/1325,Winter,5,,,Terra di Bari,,FALSE,,
42,9,Excessive cold between 1323 and 1325 in Terra di Bari.,3,4,1325,1325,26/02/1325,26/02/1325,Winter,5,,,Terra di Bari,,FALSE,,
43,2,The notarial act dated 11 April 1340 records that a couple from Polignano was forced to sell 24 olive groves due to the ongoing famine.,1,1,1340,1340,11/4/1340,11/4/1340,,5,40.99135929,17.22350147,Polignano,,TRUE,,
44,7,Locust invasion in 1359 in the countryside of Brindisi.,1,3,1359,1359,,,,3,40.63257314,17.9341357,Brindisi,,TRUE,,
45,7,Locust invasion in 1362 at Montecassino and in Apulia.,2,4,1362,1365,1/8/1362,1365,Summer,3,,,Montecassino/Puglia,,FALSE,,
46,7,The act dated 3 August 1464 informs us of a locust invasion in Gallipoli.,2,1,1464,1464,1/8/1464,31/08/1464,,5,40.05469231,17.9923151,Gallipoli,,TRUE,,
47,8,"The chronicler records for the year 1475, on 27 August, excessive heat in Lecce severe enough to dry up all the vines.",2,1,1475,1475,27/08/1475,27/08/1475,Summer,5,40.35459999,18.16702035,Lecce,,TRUE,,
48,7,The chronicler records for the year 1478 a locust invasion in Lecce that destroyed all the vines.,2,1,1478,1478,,,,3,40.35459999,18.16702035,Lecce,,TRUE,,
49,9,The chronicler records for the year 1478 excessive cold in Lecce causing high fish mortality at sea.,2,1,1478,1478,,,,3,40.35459999,18.16702035,Lecce,,TRUE,,
50,5,"The chronicler records for the year 1190 'heavy rains' but omits the location, probably referring to Italy.",3,4,1190,1190,,,,3,,,Italia,Italia,FALSE,,
51,2,"The chronicler records for the year 1375 a great shortage of foodstuffs in Apulia, and that in Lecce the tumolo of wheat rose to 13 tarì.",3,3,1375,1375,,,,3,,,Puglia,Apulia,FALSE,,
52,11,"The chronicler records for the year 1385, on Monday the first of January, a solar eclipse beginning at the 17th hour, accompanied by shooting stars, lasting until midnight.",1,4,1385,1385,1/1/1385,1/1/1385,Winter,5,,,Italia,Italia,FALSE,,
53,14,"The chronicler records for the year 1455 in January a series of 'great' earthquakes throughout the Kingdom and in Terra d'Otranto for several days, destroying many settlements and forcing people to live in tents even in the countryside.",3,4,1455,1455,1/1/1455,31/01/1455,Winter,5,,,Regno/Terra d'Otranto,Regnum/Terra Hydronti,FALSE,"Event also catalogued in CFTI5Med, with date 4–5 December 1456. Link: https://storing.ingv.it/cfti/cfti5/quake.php?D0413IT Very well documented by written, epigraphic and archaeological sources.",
54,7,"The chronicler records for the year 1468 a locust invasion in the Kingdom reaching Terra d'Otranto, lasting several years, consuming mainly grain and legumes.",3,4,1468,1468,,,,3,,,Regno/Terra d'Otranto,Regnum/Terra Hydronti,FALSE,,
55,4,"The chronicler records for the year 1468 a snowfall in Lecce that dried up the olive and orange trees, after which many birds also died.",2,1,1468,1468,,,,3,40.35459999,18.16702035,Lecce,,TRUE,,
56,2,Various acts dated between 1327 and 1330 record a famine in Abruzzo and throughout the Kingdom.,2,4,1327,1330,,,,3,,,Abruzzo/Regno,,FALSE,,
57,2,The act dated 20 August 1339 records a famine in Lucera.,2,1,1339,1339,20/08/1339,20/08/1339,Summer,5,41.50772143,15.33381979,Lucera,Luceria,TRUE,,
58,2,Various acts dated between 1338 and 1340 record a famine in the Kingdom.,2,4,1338,1340,,,,3,,,Regno,Regnum,FALSE,,
59,2,The act dated 4 April 1341 records a famine in Lucera.,2,1,1341,1341,4/4/1341,4/4/1341,Spring,5,41.50772143,15.33381979,Lucera,Luceria,TRUE,,
60,4,"The chronicler records for the year 1268, in mid-April, a heavy snowfall in the Kingdom lasting two days and two nights, followed by a severe frost that destroyed the vines.",3,4,1269,1269,15/04/1269,17/04/1269,Spring,5,,,Regno,Regnum,FALSE,,
61,8,"The act of 15 August 1280 records excessive heat in Capitanata, particularly in Lucera, causing a shortage of pasture that led the master steward of the royal Summers to declare his inability to provide the necessary barley for the horses.",2,4,1280,1280,15/08/1280,15/08/1280,Summer,5,41.50772143,15.33381979,Capitanata/Lucera,,FALSE,,
62,2,"The chronicler records around 1280 that a great shortage of wine and wheat had struck Foggia, causing the general parliament convened there to be moved elsewhere.",2,1,1280,1280,,,,3,41.46044205,15.54340446,Foggia,,TRUE,,
63,8,"The chronicler records for the year 1208, during the summer season, that the heat was so intense in Apulia that it was impossible for them to go there in person.",2,4,1208,1208,,,Summer,4,,,Puglia,Apulia,FALSE,,
64,17,The act of 30 May 1278 records that the fields of the royal farms near the Ofanto river in Capitanata were devastated by mice.,2,1,1278,1278,30/05/1278,30/05/1278,Spring,5,41.35571241,16.20946848,Fiumara,Flumaria,TRUE,,
65,1,The act of 31 May 1288 records that the fields of the royal farm of Visciglieto (in Capitanata) were damaged by drought and frost.,2,1,1288,1288,31/05/1288,31/05/1288,Spring,5,41.56388556,15.34863339,Visciglieto,Bisselletum,TRUE,,
66,9,The act of 31 May 1288 records that the fields of the royal farm of Visciglieto (in Capitanata) were damaged by drought and frost.,2,1,1288,1288,31/05/1288,31/05/1288,Spring,5,41.56388556,15.34863339,Visciglieto,Bisselletum,TRUE,,
67,2,The act records around 1290–1291 the occurrence of a plague and famine in Terra d'Otranto.,1,3,1290,1291,,,,3,40.14351289,18.47360262,Terra d'Otranto,Terra Hydronti,FALSE,,
68,17,The act of 30 June 1306 records that the wheat and barley of the fields of the royal farm of Monteserico were devastated by mice.,1,1,1306,1306,30/06/1306,30/06/1306,Summer,5,40.85462828,16.15140629,Monteserico,Montesselicola,TRUE,,
69,10,"The act of 19 May 1307 records that two experienced agricultural witnesses declared that two salme of beans harvested on the duke of Calabria's farm at San Nicola 'de Aufido' were lost, and that the wheat and barley in the fields were scorched by the foehn wind.",2,1,1307,1307,19/05/1307,19/05/1307,Spring,5,41.06858661,15.68147573,San Nicola di Melfi,S. Nicolai de Aufido,TRUE,,
70,2,A severe famine is recorded in June 1329 in Terra d'Otranto.,2,3,1329,1329,1/6/1329,30/06/1329,Spring/Summer,5,40.14351289,18.47360262,Terra d'Otranto,Terra Hydronti,FALSE,,
71,2,"The act dated 27 May 1269 records a request for 150 salme of provisions due to their great scarcity for the army besieging Lucera, to be transported first to Termoli and then by sea to Siponto.",2,1,1269,1269,27/05/1269,27/05/1269,Spring,5,41.50772143,15.33381979,Lucera,Luceria,TRUE,"The act does not use the term 'famine', but this is inferred from event no. 72.",
72,2,The act dated 14 July 1269 records the sums owed for expenses incurred by various officials during the famine that had struck Lucera.,2,1,1269,1269,14/07/1269,14/07/1269,Summer,5,41.50772143,15.33381979,Lucera,Luceria,TRUE,,
73,2,The annalist records for the year 1202 the occurrence of a famine in the Kingdom that caused many deaths.,3,4,1202,1202,,,,3,,,Regno,Regnum,FALSE,,
74,10,"The chronicler records for the year 1202, precisely on 3 January, violent windstorms uprooting trees, destroying buildings and houses, etc.",3,4,1202,1202,3/1/1202,3/1/1202,Winter,5,,,Regno,Regnum,FALSE,,
75,2,"The chronicler records for the year 1202 a wheat famine that began in Lombardy, Tuscany, Lazio and Campania before reaching the Kingdom, particularly Apulia and Terra di Lavoro.",2,4,1202,1202,,,,3,,,Regno/Puglia/Terra di Lavoro,Regnum/Apulia/Terra Laboris,FALSE,,
76,2,"The act dated 1272 records a past famine in Abruzzo for which officials received provisions, which were subsequently restored to their original levels once the fields became fertile again.",2,3,1272,1272,,,,3,,,Abruzzo,,FALSE,,
77,2,The act dated 7 October 1271 records a famine in the Kingdom that the authorities are currently unable to remedy by importing grain.,2,4,1271,1271,7/10/1271,7/10/1271,Autumn,5,,,Regno,Regnum,FALSE,,
78,2,The act dated 6 February 1270 records a famine in Barletta.,2,1,1270,1270,6/2/1270,6/2/1270,Winter,5,41.31455087,16.28239841,Barletta,,TRUE,,
79,2,"The act dated 13 March 1289 records that the inhabitants of Villanova, during a famine, prevented a vessel from sailing to Brindisi, forcing it to sell them 50 salme of wheat.",2,1,1289,1289,13/03/1289,13/03/1289,Winter,5,40.78822966,17.59237684,Villanova,Villa Nova,TRUE,,
80,2,"The act dated 26 April 1289 records that the inhabitants of Vieste, due to the famine, forced a merchant to sell them 100 salme of wheat destined for Brindisi.",2,1,1289,1289,26/04/1289,26/04/1289,Spring,5,41.87980709,16.16681702,Vieste,Vesta,TRUE,,
81,2,"The act dated 13 February 1291 records that due to a lack of food, representatives of the inhabitants of Bari and Brindisi were authorised to import substantial quantities of grain from various cities.",2,1,1291,1291,13/02/1291,13/02/1291,Winter,5,41.10985286,16.86998503,Bari,,TRUE,,
82,2,"The act dated 4 March 1291 mentions an imminent famine in Apulia and fixes the price of wheat at 1 tarì and 5 grains, and barley at 15 grains per tomolo.",2,4,1291,1291,4/3/1291,4/3/1291,Winter,5,,,Puglia,Apulia,FALSE,,
83,2,"The act dated 18 November 1271 records a past famine throughout the Kingdom for which officials received provisions, subsequently restored to their original levels once the fields became fertile again.",2,4,1272,1272,18/11/1272,18/11/1272,Autumn,5,,,Regno,Regnum,FALSE,,
84,2,The act dated 4 January 1273 records a past famine in the Kingdom and orders a reduction in the salaries of royal officials.,2,4,1273,1273,4/1/1273,4/1/1273,Winter,5,,,Regno,Regnum,FALSE,,
85,2,"The act dated 16 March 1280 records that due to a shortage of grain and legumes in the Kingdom, an order is issued to prevent the export of provisions without express command and to guard the ports and the entire Apulian coast.",2,4,1280,1280,16/03/1280,16/03/1280,Winter,5,,,Regno,Regnum,FALSE,,
86,2,"The act dated 15 February 1280 records a famine in Dragurio, and permission is granted to export grain to that commune without payment of export duties, as it has always been loyal to King Ladislaus of Hungary.",2,1,1280,1280,15/02/1280,15/02/1280,Winter,5,,,Dragurio,,TRUE,,
87,2,The act dated 1291 records a shortage of foodstuffs in Monopoli for which Carlo Martello orders grain to be dispatched.,2,1,1291,1291,,,,3,40.95261921,17.29881232,Monopoli,,TRUE,,
88,5,The notarial act dated 15 January 1234 records the threat of rainy weather that could have damaged some written privileges of the church of Gravina.,1,1,1234,1234,15/01/1234,15/01/1234,Winter,5,40.81867313,16.42,Gravina,Gravina,TRUE,The very mention of the threat of rainy weather may indicate the occurrence of an extraordinary precipitation event.,
89,2,"The act dated 1 June 1340 records that due to famine in the Kingdom, King Robert orders a ban on the sale of any type of provisions.",2,4,1340,1340,1/6/1340,1/6/1340,Summer,5,,,Regno,Regnum,FALSE,,
90,2,"The chronicler records for the year 1286, especially in April and May, a great famine throughout Italy.",2,4,1286,1286,1/4/1286,31/05/1286,Spring,5,,,Italia,Italia,FALSE,,
91,4,"The chronicler records for the year 1322, in November, December and January, heavy snowfalls throughout Italy.",2,4,1322,1323,1/11/1322,31/01/1323,Autumn/Winter,5,,,Italia,Italia,FALSE,,
92,1,The chronicler records for the year 1322 that for a period of eight months Apulia suffered a great drought causing a famine.,2,3,1322,1322,,,,5,,,Puglia,Apulia,FALSE,,
93,2,The chronicler records for the year 1346 a famine throughout Italy.,2,4,1346,1346,,,,3,,,Italia,Italia,FALSE,,
94,14,"The chronicler records for the year 1456, at the 23rd hour on 4 December, the occurrence of a great earthquake in L'Aquila.",3,1,1456,1456,4/12/1456,4/12/1456,Autumn,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,"See above. The date should be 1456, not 1455.",
95,14,"The chronicler records for the year 1461, at the 5th hour of the night on 27 November, the occurrence of a great earthquake in L'Aquila that devastated numerous houses and demolished many churches.",3,1,1461,1461,27/11/1461,27/11/1461,Autumn,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
96,14,"The chronicler records for the year 1461, at the 8th hour of the night on 17 December, the occurrence of a great earthquake in L'Aquila that caused the collapse of many houses already damaged by the previous earthquake (no. 95).",3,1,1461,1461,17/12/1461,17/12/1461,Autumn,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
97,14,"The chronicler records for the year 1462, at the 3rd hour on 3 January, the occurrence of a great earthquake in L'Aquila.",3,1,1462,1462,3/1/1462,3/1/1462,Winter,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
98,14,"The chronicler records for the year 1462, at the 6th hour of the night on 4 January, the occurrence of a great earthquake in L'Aquila.",3,1,1462,1462,4/1/1462,4/1/1462,Winter,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
99,2,"The chronicler records for the year 1462, on 25 February, the onset of a great famine in L'Aquila.",2,1,1462,1462,25/02/1462,25/02/1462,Winter,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
100,14,"The chronicler records for the year 1462, at the 8th hour of the night on 27 March, the occurrence of a great earthquake in L'Aquila.",2,1,1462,1462,27/03/1462,27/03/1462,Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
101,2,"The chronicler records for the year 1463, on 28 March, the onset of a great famine in L'Aquila.",2,1,1463,1463,28/03/1463,28/03/1463,Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
102,2,"The chronicler records for the year 1463, on 25 March, the onset of a great famine in Sulmona.",2,1,1463,1463,25/03/1463,25/03/1463,Spring,5,42.05121773,13.92718076,Sulmona,Sermona,TRUE,,
103,4,The chronicler records between October 1464 and March 1465 heavy snowfalls in L'Aquila.,3,1,1464,1465,20/10/1464,31/03/1465,Autumn/Winter/Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,"The chronicler does not specify the location, but it probably refers to L'Aquila, though this is not certain as he usually specifies it.",
104,4,The chronicler records that on 31 March 1470 heavy snowfalls persisted until 15 April.,2,1,1470,1470,31/03/1470,15/04/1470,Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,"The chronicler does not specify the location, but it probably refers to L'Aquila, though this is not certain as he usually specifies it.",
105,9,The chronicler records that throughout March 1470 there were great cold spells.,2,1,1470,1470,1/3/1470,31/03/1470,Winter/Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,"The chronicler does not specify the location, but it probably refers to L'Aquila, though this is not certain as he usually specifies it.",
106,10,The chronicler records that throughout March 1470 there were strong winds.,2,1,1470,1470,1/3/1470,31/03/1470,Winter/Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,"The chronicler does not specify the location, but it probably refers to L'Aquila, though this is not certain as he usually specifies it.",
107,5,The chronicler records that on 15 April 1470 there was rain and bad weather.,2,1,1470,1470,15/04/1470,15/04/1470,Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,"The chronicler does not specify the location, but it probably refers to L'Aquila, though this is not certain as he usually specifies it.",
108,2,The chronicler records that on 15 May 1470 there was a great famine causing the death of many animals.,2,1,1470,1470,15/05/1470,15/05/1470,Spring,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,"The chronicler does not specify the location, but it probably refers to L'Aquila, though this is not certain as he usually specifies it.",
109,14,The chronicler records a series of earthquakes between 3 December 1315 and January 1316.,2,1,1315,1316,3/12/1315,31/01/1316,Winter,5,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
110,2,"The chronicler records the occurrence of a great famine in L'Aquila in 1329, such that grain had to be imported from Apulia.",2,1,1329,1329,,,,3,42.34885882,13.39711718,L'Aquila,L'Aquila,TRUE,,
111,11,The chronicler records for the year 1333 a solar eclipse in Italy (occurred on 14 May).,4,4,1333,1333,15/05/1333,15/05/1333,Spring,5,,,Italia,Italia,FALSE,,
112,3,The act dated 7 June 1277 records that due to flooding the course of the Ofanto river would have shifted.,3,1,1277,1277,7/6/1277,7/6/1277,Spring,5,41.32745032,16.18842757,Fiume Ofanto,Flumen Aufidi,TRUE,,
113,3,"The act dated 30 January 1270 records that a severe flood caused the Canne river to rise, almost entirely destroying the bridge built on it.",2,1,1270,1270,30/01/1270,30/01/1270,Winter,5,41.29333286,16.15678832,Fiume di Canne,Flumen Cannarum,TRUE,"The order to reconstruct the bridge was issued on 16 December 1270 (RA, VII, pp. 43–44) and the funding on 12 March 1271 (RA, VII, p. 61).",
114,5,"The act dated 18 October 1278 records that the lake of Salpi was in flood, such that the salt pans of Canne and Salpi were filled with water and consequently submerged and devastated.",2,1,1278,1278,18/10/1278,18/10/1278,Autumn,5,41.37744021,16.12459673,Lago di Salpi,Pantanus Salparum,TRUE,,
115,3,A flood in October 1727 caused the destruction of the defensive works at the salt pans of Barletta.,2,1,1727,1727,1/10/1727,31/10/1727,Autumn,5,41.31279327,16.28808685,Barletta,,TRUE,,
116,3,A flood in 1751 caused the destruction of a bridge over the Ofanto river.,2,1,1751,1751,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
117,3,"A flood in 1755 caused the Ofanto to rise, destroying the Roman bridge at Canosa.",2,1,1755,1755,,,,3,41.13,16.04,Canosa,,TRUE,,
118,3,"A flood on 27 December 1761 caused the Ofanto to rise and overflow on the right side of the Roman bridge at Canosa, creating a new channel. Reconstruction of the bridge at a different position on the river is suggested.",2,1,1761,1761,27/12/1761,27/12/1761,Winter,5,41.13,16.04,Canosa,,TRUE,,
119,1,"Presumably, between 1765 and 1819, several periods of drought caused the water level of the lake of Salpi to drop, making it unsuitable for fishing.",2,1,1765,1819,,,,3,41.37744021,16.12459673,Lago di Salpi,,TRUE,,
120,5,"In August 1770 there were heavy precipitations in the Ofanto area, though these caused no damage to salt production.",1,1,1770,1770,1/8/1770,30/08/1770,Summer,5,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
121,5,"In 1783 there were heavy precipitations in the Ofanto area, but these caused no damage to salt production.",1,1,1783,1783,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
122,3,"In 1804 several floods caused the Ofanto to rise, inundating the salt pans.",2,1,1804,1804,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
123,3,In the winter of 1813 several floods caused the Ofanto to rise.,2,1,1813,1813,,,Winter,4,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
124,3,In 1827 several floods caused the Ofanto to rise in the salt pans.,2,1,1827,1827,,,,3,41.32745032,16.18842757,Fiume Ofanto,,TRUE,,
125,3,In the winter of 1832 several floods caused the Carapelle and Ofanto rivers to rise such that the surface of the lake [of Salpi] into which they flowed rose above sea level.,2,1,1832,1832,,,Winter,4,,,Fiume Carapelle/Fiume Ofanto,,TRUE,,
126,3,"In the winter of 1838, heavy rainfall and floods caused the Ofanto to rise, increasing the surface area of the lake of Salpi.",2,1,1838,1838,,,Winter,4,41.38039865,16.12481878,Fiume Ofanto/Lago di Salpi,,TRUE,,
127,5,In November 1840 there were heavy precipitations in Margherita di Savoia.,2,1,1840,1840,1/11/1840,30/11/1840,Autumn,5,41.36784474,16.1557186,Margherita di Savoia,,TRUE,,
128,5,In October 1847 there were heavy precipitations in Margherita di Savoia.,2,1,1847,1847,1/10/1847,31/10/1847,Autumn,5,41.36784474,16.1557186,Margherita di Savoia,,TRUE,,
129,3,"In 1850 several floods caused the Ofanto to rise, bringing down the bridge built by Trajan in 112 BC between Margherita di Savoia and Barletta.",2,1,1850,1850,,,,3,41.36784474,16.1557186,Margherita di Savoia/Barletta,,TRUE,,
130,3,"In 1852 several floods caused the Ofanto to rise, damaging the bridge at Canosa which was in need of maintenance.",2,1,1852,1852,,,,3,41.13,16.04,Canosa,,TRUE,,
131,3,"In 1853 several floods caused the Ofanto to rise, necessitating repair works on the Ofantino canal.",2,1,1853,1853,,,,3,41.34475536,16.13477782,Canale Ofantino/Fiume Ofanto,,TRUE,,
132,6,"Some years before 1854, several floods caused surges in the Apulian sea, destroying hundreds of dwellings.",2,1,ante 1854,ante 1854,,,,3,,,Puglia,,TRUE,,
